PERSONID,SUBJECT_Pref,SUBJECT_Pref_Level,SUBJECT_Teach_Mapping
102007,BILINGUAL,3,ForeignLanguage
102007,PHYSICS,1,Science
102007,SPED,1,GeneralEd
102007,HISTORY,3,SocialStudies
102007,MSMATH,2,Math
102007,SPANISH,3,ForeignLanguage
107366,ELEMENTARY,2,GeneralEd
107366,BILINGUAL,3,ForeignLanguage
107366,MUSIC,3,OtherSubjects
107366,FRENCH,3,ForeignLanguage
107366,ENGLISH,2,English
107366,HSGENSCIENCE,3,Science
107366,MSMATH,2,Math
107366,MSGENSCIENCE,3,Science
107366,HISTORY,1,SocialStudies
107366,HSMATH,2,Math
107366,PHYSICS,3,Science
107366,MSGENERALIST,2,GeneralEd
107366,ESL,2,English
107366,BIOLOGY,2,Science
107366,ARTS,2,Humanities
107366,COMPUTERSCI,3,Math
107366,CHEMISTRY,3,Science
107366,SPED,2,GeneralEd
107366,SPANISH,3,ForeignLanguage
107366,PREK,1,OtherSubjects
104035,ESL,3,English
104035,SPED,3,GeneralEd
104035,HISTORY,3,SocialStudies
104035,BILINGUAL,3,ForeignLanguage
104035,HSGENSCIENCE,3,Science
104035,MSMATH,2,Math
104035,CHEMISTRY,3,Science
104035,ENGLISH,1,English
104035,ELEMENTARY,2,GeneralEd
104035,ARTS,3,Humanities
104035,BIOLOGY,3,Science
104035,MSGENERALIST,1,GeneralEd
104035,FRENCH,3,ForeignLanguage
104035,MSGENSCIENCE,3,Science
104035,PREK,2,OtherSubjects
104035,COMPUTERSCI,3,Math
104035,SPANISH,3,ForeignLanguage
104035,MUSIC,3,OtherSubjects
104035,PHYSICS,3,Science
104035,HSMATH,3,Math
107771,PHYSICS,3,Science
107771,MSMATH,1,Math
107771,HSMATH,1,Math
107771,BIOLOGY,2,Science
107771,PREK,1,OtherSubjects
107771,HSGENSCIENCE,2,Science
107771,MSGENERALIST,1,GeneralEd
107771,MSGENSCIENCE,2,Science
107771,CHEMISTRY,3,Science
107771,HISTORY,1,SocialStudies
107771,ENGLISH,1,English
107771,ELEMENTARY,1,GeneralEd
103401,ELEMENTARY,3,GeneralEd
103401,HSMATH,1,Math
103401,PREK,3,OtherSubjects
103401,HSGENSCIENCE,2,Science
103401,BIOLOGY,1,Science
103401,ESL,3,English
103401,MSMATH,2,Math
103401,SPED,3,GeneralEd
103401,PHYSICS,2,Science
103401,MUSIC,2,OtherSubjects
103401,SPANISH,3,ForeignLanguage
103401,ENGLISH,1,English
103401,CHEMISTRY,2,Science
103401,BILINGUAL,3,ForeignLanguage
103401,ARTS,2,Humanities
103401,HISTORY,2,SocialStudies
103401,COMPUTERSCI,1,Math
103401,MSGENERALIST,3,GeneralEd
103401,FRENCH,3,ForeignLanguage
103401,MSGENSCIENCE,2,Science
100055,ELEMENTARY,1,GeneralEd
100055,HSMATH,2,Math
100055,PREK,2,OtherSubjects
100055,MUSIC,3,OtherSubjects
100055,ENGLISH,1,English
100055,MSMATH,2,Math
100055,MSGENSCIENCE,2,Science
100055,BIOLOGY,2,Science
100055,HISTORY,2,SocialStudies
100055,FRENCH,3,ForeignLanguage
100055,HSGENSCIENCE,2,Science
100055,SPANISH,3,ForeignLanguage
100055,CHEMISTRY,2,Science
100055,BILINGUAL,3,ForeignLanguage
100055,ESL,1,English
100055,PHYSICS,2,Science
100055,MSGENERALIST,1,GeneralEd
100055,COMPUTERSCI,2,Math
100055,SPED,2,GeneralEd
100055,ARTS,2,Humanities
107776,ELEMENTARY,2,GeneralEd
107776,FRENCH,3,ForeignLanguage
107776,PREK,2,OtherSubjects
107776,MSGENSCIENCE,3,Science
107776,SPED,1,GeneralEd
107776,PHYSICS,3,Science
107776,CHEMISTRY,3,Science
107776,ARTS,3,Humanities
107776,ESL,3,English
107776,HSGENSCIENCE,3,Science
107776,MSGENERALIST,3,GeneralEd
107776,COMPUTERSCI,3,Math
107776,SPANISH,3,ForeignLanguage
107776,BIOLOGY,3,Science
107776,ENGLISH,3,English
107776,BILINGUAL,3,ForeignLanguage
107776,MUSIC,3,OtherSubjects
107776,MSMATH,3,Math
107776,HISTORY,3,SocialStudies
107776,HSMATH,3,Math
103785,SPANISH,3,ForeignLanguage
103785,PHYSICS,3,Science
103785,HISTORY,3,SocialStudies
103785,FRENCH,3,ForeignLanguage
103785,CHEMISTRY,3,Science
103785,HSGENSCIENCE,3,Science
103785,ESL,3,English
103785,ARTS,3,Humanities
103785,COMPUTERSCI,3,Math
103785,MSMATH,3,Math
103785,ENGLISH,3,English
103785,HSMATH,3,Math
103785,BILINGUAL,3,ForeignLanguage
103785,ELEMENTARY,1,GeneralEd
103785,SPED,3,GeneralEd
103785,PREK,3,OtherSubjects
103785,MUSIC,3,OtherSubjects
103785,BIOLOGY,3,Science
103785,MSGENERALIST,3,GeneralEd
103785,MSGENSCIENCE,3,Science
100985,HSGENSCIENCE,2,Science
100985,SPANISH,3,ForeignLanguage
100985,ELEMENTARY,3,GeneralEd
100985,MSGENERALIST,1,GeneralEd
100985,MSMATH,2,Math
100985,SPED,1,GeneralEd
100985,COMPUTERSCI,2,Math
100985,BILINGUAL,3,ForeignLanguage
100985,CHEMISTRY,3,Science
100985,PHYSICS,3,Science
100985,ESL,3,English
100985,PREK,3,OtherSubjects
100985,ARTS,3,Humanities
100985,HSMATH,2,Math
100985,MSGENSCIENCE,2,Science
100985,HISTORY,1,SocialStudies
100985,ENGLISH,1,English
100985,FRENCH,3,ForeignLanguage
100985,MUSIC,3,OtherSubjects
100985,BIOLOGY,3,Science
106996,HSMATH,2,Math
106996,HISTORY,2,SocialStudies
106996,HSGENSCIENCE,2,Science
106996,ARTS,3,Humanities
106996,SPANISH,3,ForeignLanguage
106996,ESL,3,English
106996,MSGENERALIST,1,GeneralEd
106996,SPED,3,GeneralEd
106996,BILINGUAL,3,ForeignLanguage
106996,BIOLOGY,3,Science
106996,COMPUTERSCI,3,Math
106996,PREK,2,OtherSubjects
106996,MSGENSCIENCE,1,Science
106996,ELEMENTARY,1,GeneralEd
106996,CHEMISTRY,3,Science
106996,MUSIC,3,OtherSubjects
106996,PHYSICS,3,Science
106996,ENGLISH,2,English
106996,MSMATH,1,Math
106996,FRENCH,3,ForeignLanguage
102241,MSGENSCIENCE,3,Science
102241,SPANISH,2,ForeignLanguage
102241,CHEMISTRY,2,Science
102241,MUSIC,3,OtherSubjects
102241,PHYSICS,3,Science
102241,HSGENSCIENCE,3,Science
102241,HSMATH,1,Math
102241,FRENCH,3,ForeignLanguage
102241,COMPUTERSCI,1,Math
102241,MSGENERALIST,1,GeneralEd
102241,BILINGUAL,2,ForeignLanguage
102241,ELEMENTARY,2,GeneralEd
102241,BIOLOGY,2,Science
102241,ENGLISH,1,English
102241,MSMATH,1,Math
102241,HISTORY,1,SocialStudies
102241,ESL,1,English
102241,PREK,2,OtherSubjects
102241,ARTS,1,Humanities
102241,SPED,3,GeneralEd
107187,MUSIC,3,OtherSubjects
107187,PREK,1,OtherSubjects
107187,ARTS,1,Humanities
107187,ELEMENTARY,1,GeneralEd
107187,BIOLOGY,2,Science
107187,HISTORY,1,SocialStudies
107187,ESL,3,English
107187,MSGENSCIENCE,2,Science
107187,SPED,2,GeneralEd
107187,SPANISH,3,ForeignLanguage
107187,HSGENSCIENCE,1,Science
107187,FRENCH,3,ForeignLanguage
107187,MSMATH,1,Math
107187,BILINGUAL,3,ForeignLanguage
107187,CHEMISTRY,3,Science
107187,ENGLISH,1,English
107187,COMPUTERSCI,3,Math
107187,HSMATH,1,Math
107187,MSGENERALIST,2,GeneralEd
107187,PHYSICS,3,Science
108501,COMPUTERSCI,3,Math
108501,MUSIC,3,OtherSubjects
108501,PREK,3,OtherSubjects
108501,BIOLOGY,3,Science
108501,FRENCH,3,ForeignLanguage
108501,HSGENSCIENCE,3,Science
108501,BILINGUAL,2,ForeignLanguage
108501,MSMATH,3,Math
108501,CHEMISTRY,3,Science
108501,ESL,3,English
108501,HSMATH,3,Math
108501,ARTS,3,Humanities
108501,ENGLISH,2,English
108501,HISTORY,1,SocialStudies
108501,PHYSICS,3,Science
108501,SPED,3,GeneralEd
108501,MSGENSCIENCE,3,Science
108501,ELEMENTARY,1,GeneralEd
108501,SPANISH,2,ForeignLanguage
108501,MSGENERALIST,1,GeneralEd
100861,SPED,1,GeneralEd
100861,MSGENERALIST,2,GeneralEd
100861,SPANISH,3,ForeignLanguage
100861,ENGLISH,1,English
100861,HISTORY,1,SocialStudies
100861,BILINGUAL,3,ForeignLanguage
100861,HSMATH,3,Math
100861,BIOLOGY,2,Science
100861,MSGENSCIENCE,3,Science
100861,FRENCH,3,ForeignLanguage
100861,MUSIC,1,OtherSubjects
100861,ESL,1,English
100861,MSMATH,3,Math
100861,ARTS,1,Humanities
100861,ELEMENTARY,1,GeneralEd
100861,HSGENSCIENCE,3,Science
100861,PREK,1,OtherSubjects
100861,PHYSICS,3,Science
100861,COMPUTERSCI,3,Math
100861,CHEMISTRY,3,Science
103494,MUSIC,2,OtherSubjects
103494,ARTS,2,Humanities
103494,CHEMISTRY,3,Science
103494,HSGENSCIENCE,2,Science
103494,HISTORY,1,SocialStudies
103494,ESL,3,English
103494,SPANISH,1,ForeignLanguage
103494,BIOLOGY,3,Science
103494,HSMATH,1,Math
103494,MSGENERALIST,3,GeneralEd
103494,ELEMENTARY,1,GeneralEd
103494,BILINGUAL,3,ForeignLanguage
103494,MSGENSCIENCE,3,Science
103494,COMPUTERSCI,1,Math
103494,ENGLISH,3,English
103494,SPED,2,GeneralEd
103494,PHYSICS,3,Science
103494,MSMATH,3,Math
103494,FRENCH,3,ForeignLanguage
103494,PREK,1,OtherSubjects
104980,BILINGUAL,3,ForeignLanguage
104980,ESL,3,English
104980,HSGENSCIENCE,3,Science
104980,FRENCH,3,ForeignLanguage
104980,ENGLISH,2,English
104980,MSGENSCIENCE,1,Science
104980,ELEMENTARY,1,GeneralEd
104980,PREK,2,OtherSubjects
104980,BIOLOGY,3,Science
104980,ARTS,2,Humanities
104980,SPED,2,GeneralEd
104980,CHEMISTRY,3,Science
104980,HISTORY,2,SocialStudies
104980,MSMATH,1,Math
104980,PHYSICS,3,Science
104980,MSGENERALIST,1,GeneralEd
104980,COMPUTERSCI,3,Math
104980,HSMATH,2,Math
104980,SPANISH,3,ForeignLanguage
104980,MUSIC,3,OtherSubjects
103180,SPANISH,3,ForeignLanguage
103180,MSMATH,3,Math
103180,COMPUTERSCI,3,Math
103180,ARTS,3,Humanities
103180,HSGENSCIENCE,3,Science
103180,FRENCH,3,ForeignLanguage
103180,ENGLISH,3,English
103180,HSMATH,3,Math
103180,PREK,3,OtherSubjects
103180,MSGENERALIST,3,GeneralEd
103180,ESL,3,English
103180,CHEMISTRY,3,Science
103180,SPED,3,GeneralEd
103180,MSGENSCIENCE,3,Science
103180,PHYSICS,3,Science
103180,BIOLOGY,2,Science
103180,MUSIC,3,OtherSubjects
103180,HISTORY,3,SocialStudies
103180,ELEMENTARY,1,GeneralEd
103180,BILINGUAL,3,ForeignLanguage
108649,BIOLOGY,2,Science
108649,SPED,3,GeneralEd
108649,PHYSICS,2,Science
108649,ELEMENTARY,3,GeneralEd
108649,ARTS,3,Humanities
108649,HSMATH,1,Math
108649,MSGENSCIENCE,2,Science
108649,HSGENSCIENCE,1,Science
108649,FRENCH,3,ForeignLanguage
108649,HISTORY,3,SocialStudies
108649,ENGLISH,3,English
108649,BILINGUAL,3,ForeignLanguage
108649,ESL,3,English
108649,SPANISH,3,ForeignLanguage
108649,PREK,3,OtherSubjects
108649,CHEMISTRY,2,Science
108649,MSGENERALIST,2,GeneralEd
108649,COMPUTERSCI,1,Math
108649,MUSIC,3,OtherSubjects
108649,MSMATH,1,Math
109660,MUSIC,2,OtherSubjects
109660,PREK,3,OtherSubjects
109660,SPANISH,3,ForeignLanguage
109660,MSGENSCIENCE,3,Science
109660,HSGENSCIENCE,3,Science
109660,ESL,3,English
109660,ELEMENTARY,3,GeneralEd
109660,HISTORY,1,SocialStudies
109660,COMPUTERSCI,3,Math
109660,BILINGUAL,3,ForeignLanguage
109660,MSMATH,3,Math
109660,FRENCH,3,ForeignLanguage
109660,CHEMISTRY,3,Science
109660,SPED,3,GeneralEd
109660,HSMATH,2,Math
109660,ARTS,3,Humanities
109660,BIOLOGY,3,Science
109660,PHYSICS,2,Science
109660,ENGLISH,1,English
109660,MSGENERALIST,2,GeneralEd
102131,CHEMISTRY,3,Science
102131,ELEMENTARY,1,GeneralEd
102131,MUSIC,3,OtherSubjects
102131,ESL,2,English
102131,PHYSICS,3,Science
102131,FRENCH,2,ForeignLanguage
102131,HSMATH,2,Math
102131,HSGENSCIENCE,3,Science
102131,ARTS,3,Humanities
102131,COMPUTERSCI,3,Math
102131,MSGENERALIST,3,GeneralEd
102131,BIOLOGY,3,Science
102131,PREK,3,OtherSubjects
102131,SPANISH,3,ForeignLanguage
102131,HISTORY,3,SocialStudies
102131,ENGLISH,2,English
102131,MSMATH,2,Math
102131,MSGENSCIENCE,3,Science
102131,SPED,3,GeneralEd
102131,BILINGUAL,3,ForeignLanguage
106913,MSGENSCIENCE,3,Science
106913,MSMATH,3,Math
106913,MSGENERALIST,2,GeneralEd
106913,BILINGUAL,3,ForeignLanguage
106913,BIOLOGY,3,Science
106913,HSGENSCIENCE,3,Science
106913,ENGLISH,3,English
106913,COMPUTERSCI,3,Math
106913,ESL,3,English
106913,SPED,3,GeneralEd
106913,ARTS,2,Humanities
106913,FRENCH,3,ForeignLanguage
106913,PHYSICS,3,Science
106913,HSMATH,3,Math
106913,SPANISH,3,ForeignLanguage
106913,PREK,2,OtherSubjects
106913,MUSIC,3,OtherSubjects
106913,CHEMISTRY,3,Science
106913,ELEMENTARY,1,GeneralEd
106913,HISTORY,2,SocialStudies
108693,HSMATH,1,Math
108693,PHYSICS,2,Science
108693,COMPUTERSCI,3,Math
108693,MSMATH,2,Math
108693,HSGENSCIENCE,3,Science
108693,PREK,3,OtherSubjects
108693,MUSIC,3,OtherSubjects
108693,ENGLISH,3,English
108693,ARTS,3,Humanities
108693,BILINGUAL,3,ForeignLanguage
108693,HISTORY,2,SocialStudies
108693,CHEMISTRY,3,Science
108693,SPANISH,3,ForeignLanguage
108693,ELEMENTARY,3,GeneralEd
108693,MSGENSCIENCE,3,Science
108693,BIOLOGY,3,Science
108693,ESL,3,English
108693,SPED,3,GeneralEd
108693,MSGENERALIST,3,GeneralEd
108693,FRENCH,3,ForeignLanguage
101577,ESL,1,English
101577,MUSIC,3,OtherSubjects
101577,ARTS,3,Humanities
101577,MSGENSCIENCE,3,Science
101577,MSGENERALIST,2,GeneralEd
101577,SPANISH,1,ForeignLanguage
101577,SPED,3,GeneralEd
101577,PHYSICS,3,Science
101577,ENGLISH,1,English
101577,BIOLOGY,3,Science
101577,CHEMISTRY,3,Science
101577,BILINGUAL,2,ForeignLanguage
101577,HSGENSCIENCE,3,Science
101577,HSMATH,2,Math
101577,COMPUTERSCI,3,Math
101577,HISTORY,1,SocialStudies
101577,FRENCH,3,ForeignLanguage
101577,PREK,1,OtherSubjects
101577,ELEMENTARY,1,GeneralEd
101577,MSMATH,2,Math
108409,PHYSICS,3,Science
108409,FRENCH,3,ForeignLanguage
108409,HSMATH,3,Math
108409,ESL,3,English
108409,ELEMENTARY,1,GeneralEd
108409,BILINGUAL,3,ForeignLanguage
108409,ENGLISH,3,English
108409,MUSIC,3,OtherSubjects
108409,CHEMISTRY,3,Science
108409,MSMATH,2,Math
108409,PREK,2,OtherSubjects
108409,MSGENSCIENCE,3,Science
108409,SPANISH,3,ForeignLanguage
108409,SPED,3,GeneralEd
108409,ARTS,3,Humanities
108409,COMPUTERSCI,3,Math
108409,MSGENERALIST,2,GeneralEd
108409,HISTORY,3,SocialStudies
108409,HSGENSCIENCE,3,Science
108409,BIOLOGY,3,Science
102673,SPED,3,GeneralEd
102673,ELEMENTARY,2,GeneralEd
102673,ARTS,3,Humanities
102673,BILINGUAL,2,ForeignLanguage
102673,ESL,2,English
102673,HISTORY,1,SocialStudies
102673,SPANISH,1,ForeignLanguage
102673,CHEMISTRY,3,Science
102673,MSGENERALIST,2,GeneralEd
102673,HSGENSCIENCE,2,Science
102673,ENGLISH,3,English
102673,BIOLOGY,2,Science
102673,PHYSICS,3,Science
102673,MSGENSCIENCE,2,Science
102673,HSMATH,3,Math
102673,MSMATH,3,Math
102673,COMPUTERSCI,3,Math
102673,PREK,3,OtherSubjects
102673,MUSIC,3,OtherSubjects
102673,FRENCH,1,ForeignLanguage
108927,SPED,3,GeneralEd
108927,FRENCH,3,ForeignLanguage
108927,ELEMENTARY,2,GeneralEd
108927,MSMATH,3,Math
108927,MSGENSCIENCE,3,Science
108927,ENGLISH,3,English
108927,HSGENSCIENCE,3,Science
108927,BIOLOGY,3,Science
108927,PREK,3,OtherSubjects
108927,HSMATH,3,Math
108927,MUSIC,3,OtherSubjects
108927,COMPUTERSCI,3,Math
108927,HISTORY,1,SocialStudies
108927,MSGENERALIST,3,GeneralEd
108927,ESL,2,English
108927,SPANISH,1,ForeignLanguage
108927,BILINGUAL,2,ForeignLanguage
108927,CHEMISTRY,3,Science
108927,ARTS,3,Humanities
108927,PHYSICS,3,Science
102225,PREK,3,OtherSubjects
102225,MUSIC,3,OtherSubjects
102225,HSMATH,3,Math
102225,HISTORY,2,SocialStudies
102225,ARTS,3,Humanities
102225,COMPUTERSCI,3,Math
102225,MSMATH,3,Math
102225,FRENCH,2,ForeignLanguage
102225,ELEMENTARY,3,GeneralEd
102225,PHYSICS,3,Science
102225,CHEMISTRY,3,Science
102225,SPANISH,1,ForeignLanguage
102225,SPED,2,GeneralEd
102225,BIOLOGY,2,Science
102225,MSGENERALIST,1,GeneralEd
102225,MSGENSCIENCE,2,Science
102225,ENGLISH,2,English
102225,BILINGUAL,1,ForeignLanguage
102225,HSGENSCIENCE,3,Science
102225,ESL,1,English
106973,HSGENSCIENCE,3,Science
106973,ELEMENTARY,3,GeneralEd
106973,FRENCH,3,ForeignLanguage
106973,ESL,3,English
106973,SPANISH,3,ForeignLanguage
106973,MSGENERALIST,3,GeneralEd
106973,MSGENSCIENCE,3,Science
106973,COMPUTERSCI,3,Math
106973,BIOLOGY,2,Science
106973,MSMATH,2,Math
106973,PREK,3,OtherSubjects
106973,HISTORY,1,SocialStudies
106973,ENGLISH,1,English
106973,ARTS,3,Humanities
106973,CHEMISTRY,2,Science
106973,BILINGUAL,3,ForeignLanguage
106973,MUSIC,3,OtherSubjects
106973,PHYSICS,3,Science
106973,HSMATH,2,Math
106973,SPED,3,GeneralEd
103348,ENGLISH,3,English
103348,ESL,3,English
103348,MUSIC,2,OtherSubjects
103348,COMPUTERSCI,2,Math
103348,HISTORY,3,SocialStudies
103348,SPANISH,3,ForeignLanguage
103348,HSGENSCIENCE,2,Science
103348,BIOLOGY,2,Science
103348,ELEMENTARY,3,GeneralEd
103348,MSGENSCIENCE,2,Science
103348,BILINGUAL,3,ForeignLanguage
103348,SPED,3,GeneralEd
103348,HSMATH,1,Math
103348,MSGENERALIST,3,GeneralEd
103348,FRENCH,3,ForeignLanguage
103348,CHEMISTRY,2,Science
103348,MSMATH,2,Math
103348,PREK,3,OtherSubjects
103348,PHYSICS,1,Science
103348,ARTS,3,Humanities
105209,MSGENSCIENCE,2,Science
105209,CHEMISTRY,3,Science
105209,ENGLISH,3,English
105209,MSMATH,2,Math
105209,HSGENSCIENCE,2,Science
105209,MUSIC,3,OtherSubjects
105209,MSGENERALIST,2,GeneralEd
105209,ESL,2,English
105209,PREK,2,OtherSubjects
105209,SPED,3,GeneralEd
105209,FRENCH,3,ForeignLanguage
105209,HSMATH,2,Math
105209,COMPUTERSCI,3,Math
105209,ARTS,3,Humanities
105209,BIOLOGY,3,Science
105209,ELEMENTARY,1,GeneralEd
105209,SPANISH,2,ForeignLanguage
105209,PHYSICS,3,Science
105209,HISTORY,3,SocialStudies
105209,BILINGUAL,3,ForeignLanguage
101117,MSGENERALIST,1,GeneralEd
101117,BIOLOGY,1,Science
101117,HSMATH,1,Math
101117,PREK,2,OtherSubjects
101117,ELEMENTARY,1,GeneralEd
101117,MSGENSCIENCE,1,Science
101117,MSMATH,1,Math
101117,HSGENSCIENCE,1,Science
101117,CHEMISTRY,1,Science
107076,MUSIC,3,OtherSubjects
107076,ESL,3,English
107076,COMPUTERSCI,3,Math
107076,MSGENERALIST,3,GeneralEd
107076,ELEMENTARY,3,GeneralEd
107076,FRENCH,3,ForeignLanguage
107076,HSGENSCIENCE,3,Science
107076,PHYSICS,3,Science
107076,ARTS,3,Humanities
107076,ENGLISH,3,English
107076,SPED,3,GeneralEd
107076,BIOLOGY,3,Science
107076,MSGENSCIENCE,3,Science
107076,SPANISH,2,ForeignLanguage
107076,MSMATH,3,Math
107076,CHEMISTRY,3,Science
107076,PREK,3,OtherSubjects
107076,HSMATH,1,Math
107076,BILINGUAL,3,ForeignLanguage
107076,HISTORY,3,SocialStudies
100247,ENGLISH,1,English
100247,MSGENERALIST,2,GeneralEd
100247,CHEMISTRY,3,Science
100247,ESL,3,English
100247,BIOLOGY,2,Science
100247,HSGENSCIENCE,2,Science
100247,MUSIC,3,OtherSubjects
100247,MSMATH,2,Math
100247,COMPUTERSCI,3,Math
100247,PHYSICS,3,Science
100247,ARTS,3,Humanities
100247,SPED,3,GeneralEd
100247,HSMATH,1,Math
100247,SPANISH,3,ForeignLanguage
100247,PREK,3,OtherSubjects
100247,BILINGUAL,3,ForeignLanguage
100247,MSGENSCIENCE,3,Science
100247,FRENCH,3,ForeignLanguage
100247,HISTORY,1,SocialStudies
100247,ELEMENTARY,3,GeneralEd
102055,BILINGUAL,3,ForeignLanguage
102055,ARTS,2,Humanities
102055,SPANISH,3,ForeignLanguage
102055,PHYSICS,3,Science
102055,HISTORY,3,SocialStudies
102055,ELEMENTARY,1,GeneralEd
102055,ENGLISH,3,English
102055,FRENCH,3,ForeignLanguage
102055,MSGENERALIST,3,GeneralEd
102055,MUSIC,3,OtherSubjects
102055,BIOLOGY,3,Science
102055,HSMATH,3,Math
102055,CHEMISTRY,1,Science
102055,PREK,2,OtherSubjects
102055,ESL,3,English
102055,SPED,2,GeneralEd
102055,MSGENSCIENCE,2,Science
102055,HSGENSCIENCE,2,Science
102055,COMPUTERSCI,3,Math
102055,MSMATH,2,Math
102997,CHEMISTRY,2,Science
102997,BIOLOGY,2,Science
102997,ELEMENTARY,2,GeneralEd
102997,MSGENERALIST,1,GeneralEd
102997,ENGLISH,1,English
102997,PREK,3,OtherSubjects
102997,PHYSICS,3,Science
102997,BILINGUAL,3,ForeignLanguage
102997,COMPUTERSCI,3,Math
102997,HISTORY,1,SocialStudies
102997,FRENCH,3,ForeignLanguage
102997,ARTS,2,Humanities
102997,MSMATH,3,Math
102997,SPED,3,GeneralEd
102997,SPANISH,3,ForeignLanguage
102997,MSGENSCIENCE,2,Science
102997,HSGENSCIENCE,2,Science
102997,HSMATH,3,Math
102997,MUSIC,3,OtherSubjects
102997,ESL,2,English
100927,SPANISH,3,ForeignLanguage
100927,MSGENSCIENCE,1,Science
100927,ELEMENTARY,1,GeneralEd
100927,CHEMISTRY,1,Science
100927,BIOLOGY,1,Science
100927,COMPUTERSCI,3,Math
100927,ENGLISH,1,English
100927,MUSIC,2,OtherSubjects
100927,PHYSICS,3,Science
100927,ARTS,2,Humanities
100927,HISTORY,1,SocialStudies
100927,FRENCH,3,ForeignLanguage
100927,SPED,3,GeneralEd
100927,HSMATH,2,Math
100927,MSMATH,2,Math
100927,PREK,2,OtherSubjects
100927,BILINGUAL,3,ForeignLanguage
100927,MSGENERALIST,1,GeneralEd
100927,HSGENSCIENCE,1,Science
100927,ESL,2,English
108122,ARTS,3,Humanities
108122,MSGENERALIST,1,GeneralEd
108122,ENGLISH,1,English
108122,BIOLOGY,3,Science
108122,MSGENSCIENCE,3,Science
108122,FRENCH,3,ForeignLanguage
108122,SPANISH,3,ForeignLanguage
108122,HISTORY,2,SocialStudies
108122,ELEMENTARY,2,GeneralEd
108122,SPED,1,GeneralEd
108122,BILINGUAL,3,ForeignLanguage
108122,PREK,3,OtherSubjects
108122,HSGENSCIENCE,3,Science
108122,ESL,3,English
108122,CHEMISTRY,3,Science
108122,HSMATH,3,Math
108122,MUSIC,3,OtherSubjects
108122,MSMATH,2,Math
108122,COMPUTERSCI,3,Math
108122,PHYSICS,3,Science
109408,ENGLISH,1,English
109408,ELEMENTARY,3,GeneralEd
109408,HSMATH,3,Math
109408,HISTORY,2,SocialStudies
109408,ARTS,3,Humanities
109408,FRENCH,3,ForeignLanguage
109408,MSMATH,3,Math
109408,MUSIC,3,OtherSubjects
109408,SPED,2,GeneralEd
109408,SPANISH,3,ForeignLanguage
109408,BILINGUAL,3,ForeignLanguage
109408,HSGENSCIENCE,3,Science
109408,CHEMISTRY,3,Science
109408,MSGENSCIENCE,3,Science
109408,ESL,2,English
109408,PREK,3,OtherSubjects
109408,BIOLOGY,3,Science
109408,MSGENERALIST,3,GeneralEd
109408,COMPUTERSCI,3,Math
109408,PHYSICS,3,Science
103293,FRENCH,3,ForeignLanguage
103293,PHYSICS,3,Science
103293,SPED,2,GeneralEd
103293,HSMATH,3,Math
103293,ELEMENTARY,1,GeneralEd
103293,MSGENERALIST,2,GeneralEd
103293,ESL,2,English
103293,HISTORY,2,SocialStudies
103293,ENGLISH,1,English
103293,SPANISH,3,ForeignLanguage
103293,MSGENSCIENCE,3,Science
103293,COMPUTERSCI,3,Math
103293,MSMATH,3,Math
103293,BILINGUAL,3,ForeignLanguage
103293,BIOLOGY,3,Science
103293,HSGENSCIENCE,3,Science
103293,CHEMISTRY,3,Science
103293,ARTS,2,Humanities
103293,PREK,2,OtherSubjects
103293,MUSIC,2,OtherSubjects
107940,MSGENSCIENCE,3,Science
107940,SPED,3,GeneralEd
107940,HSMATH,2,Math
107940,FRENCH,3,ForeignLanguage
107940,ELEMENTARY,2,GeneralEd
107940,ARTS,3,Humanities
107940,PREK,2,OtherSubjects
107940,ESL,2,English
107940,PHYSICS,3,Science
107940,CHEMISTRY,3,Science
107940,BILINGUAL,3,ForeignLanguage
107940,MUSIC,3,OtherSubjects
107940,SPANISH,3,ForeignLanguage
107940,MSMATH,2,Math
107940,HSGENSCIENCE,3,Science
107940,ENGLISH,3,English
107940,HISTORY,1,SocialStudies
107940,BIOLOGY,3,Science
107940,COMPUTERSCI,3,Math
107940,MSGENERALIST,3,GeneralEd
102648,BIOLOGY,3,Science
102648,PHYSICS,3,Science
102648,SPED,3,GeneralEd
102648,ESL,3,English
102648,CHEMISTRY,3,Science
102648,BILINGUAL,3,ForeignLanguage
102648,MUSIC,3,OtherSubjects
102648,MSGENERALIST,3,GeneralEd
102648,ELEMENTARY,3,GeneralEd
102648,FRENCH,3,ForeignLanguage
102648,MSGENSCIENCE,2,Science
102648,MSMATH,1,Math
102648,HISTORY,2,SocialStudies
102648,ARTS,3,Humanities
102648,SPANISH,3,ForeignLanguage
102648,ENGLISH,3,English
102648,COMPUTERSCI,3,Math
102648,HSGENSCIENCE,2,Science
102648,PREK,3,OtherSubjects
102648,HSMATH,2,Math
100948,PHYSICS,3,Science
100948,HSMATH,2,Math
100948,ESL,3,English
100948,SPED,3,GeneralEd
100948,HSGENSCIENCE,2,Science
100948,ENGLISH,1,English
100948,PREK,2,OtherSubjects
100948,MUSIC,3,OtherSubjects
100948,MSMATH,1,Math
100948,ELEMENTARY,1,GeneralEd
100948,SPANISH,3,ForeignLanguage
100948,BIOLOGY,2,Science
100948,BILINGUAL,3,ForeignLanguage
100948,FRENCH,3,ForeignLanguage
100948,HISTORY,1,SocialStudies
100948,ARTS,3,Humanities
100948,CHEMISTRY,3,Science
100948,MSGENSCIENCE,1,Science
100948,COMPUTERSCI,3,Math
