PERSONID,REGION_CODE,REGION_Pref_Level,REGION_Pref_Rank
107640,422,3,1
107640,410,1,4
107640,437,2,1
107640,438,1,1
107640,423,3,1
107640,421,1,3
107640,434,2,1
107640,438,2,1
107640,400,1,2
101081,419,2,4
101081,437,3,1
101081,429,2,1
101081,NA,1,1
101081,423,2,3
101081,402,2,4
101081,403,1,2
101081,410,1,3
101081,430,3,2
101081,404,2,1
101081,421,2,2
101081,NA,1,3
103990,433,2,3
103990,409,1,1
103990,429,2,5
103990,NA,2,4
103990,400,3,8
103990,406,3,10
103990,413,3,9
103990,427,1,2
103990,420,3,7
103990,405,2,6
109172,405,3,3
109172,430,1,1
109172,440,3,6
109172,413,2,1
109172,421,3,1
109172,416,3,7
109172,410,3,2
109172,404,3,4
109172,409,3,5
109172,406,1,2
103321,436,2,5
103321,432,3,1
103321,401,2,8
103321,429,2,7
103321,438,2,4
103321,418,3,2
103321,406,2,7
103321,412,1,2
103321,421,2,1
103321,405,2,1
103321,NA,2,3
103321,404,2,6
103321,409,1,1
101204,404,2,3
101204,410,1,2
101204,406,3,2
101204,403,1,1
101204,424,3,3
101204,NA,2,2
101204,NA,2,1
101204,437,3,4
101204,438,3,1
101204,417,2,4
101729,426,2,1
101729,438,1,1
101729,434,2,2
101729,NA,2,4
101729,403,2,3
101729,421,1,1
101729,418,3,2
101729,NA,3,1
101729,431,3,3
101729,409,1,1
109699,427,2,4
109699,448,2,2
109699,412,3,2
109699,439,1,1
109699,446,2,3
109699,409,1,4
109699,420,2,5
109699,415,2,1
109699,421,1,2
109699,438,1,3
109699,422,2,6
109699,419,3,1
109710,423,1,2
109710,439,2,3
109710,418,3,2
109710,448,1,1
109710,416,2,5
109710,446,2,4
109710,404,1,3
109710,434,2,1
109710,427,2,2
109710,446,3,1
109710,421,1,4
100965,423,1,1
100965,NA,1,4
100965,419,2,2
100965,400,1,2
100965,410,2,1
100965,403,1,3
100965,409,2,1
100965,411,2,2
100965,432,1,3
100965,418,3,1
106778,424,3,1
106778,422,3,2
106778,401,2,2
106778,435,1,2
106778,404,1,2
106778,437,2,4
106778,454,2,1
106778,434,1,3
106778,433,1,3
106778,421,2,3
106778,412,1,1
107752,423,1,1
107752,410,2,3
107752,404,2,2
107752,405,3,1
107752,415,3,4
107752,424,2,1
107752,417,3,2
107752,407,2,6
107752,416,3,3
107752,422,2,4
107752,439,2,5
104141,417,1,1
104141,411,2,3
104141,433,1,5
104141,431,3,2
104141,401,3,1
104141,421,2,1
104141,424,1,3
104141,438,1,4
104141,423,1,3
104141,429,2,1
104141,410,1,2
101197,404,1,2
101197,437,3,1
101197,429,2,1
101197,403,1,1
101197,402,2,1
101197,438,3,1
101197,423,1,1
101197,413,2,1
101197,406,1,2
101197,405,2,1
101197,410,1,1
104556,442,3,4
104556,NA,3,3
104556,411,3,1
104556,415,3,6
104556,430,2,1
104556,438,2,2
104556,434,3,2
104556,433,3,7
104556,454,3,5
104556,413,1,1
104556,416,3,3
108014,426,2,1
108014,422,1,2
108014,423,1,1
108014,419,2,3
108014,402,3,1
108014,407,2,1
108014,437,3,2
108014,439,2,4
108014,424,2,2
108014,432,2,2
100687,429,3,2
100687,NA,1,2
100687,418,3,5
100687,409,3,1
100687,420,3,7
100687,403,1,1
100687,NA,3,3
100687,432,3,6
100687,417,1,3
100687,423,3,4
108647,426,1,3
108647,410,1,4
108647,407,2,2
108647,422,1,2
108647,402,2,1
108647,439,2,3
108647,424,1,1
108647,423,1,5
108647,437,3,1
108647,NA,3,2
108647,404,2,4
109178,419,2,2
109178,433,3,2
109178,NA,2,4
109178,440,1,4
109178,417,2,3
109178,413,1,2
109178,406,1,3
109178,403,3,1
109178,NA,2,1
109178,430,1,1
103790,411,1,1
103790,418,2,2
103790,402,1,1
103790,421,1,1
103790,406,3,2
103790,408,2,1
103790,404,1,1
103790,434,3,1
103790,405,1,1
103790,424,2,1
100579,432,1,2
100579,402,1,3
100579,404,2,4
100579,410,1,1
100579,421,3,1
100579,406,2,1
100579,429,3,2
100579,NA,2,2
100579,403,2,3
100579,433,3,3
107553,410,2,5
107553,439,2,1
107553,407,2,2
107553,424,1,3
107553,422,1,1
107553,404,2,3
107553,426,2,4
107553,403,3,3
107553,423,1,2
107553,418,3,2
107553,437,3,1
101623,404,1,4
101623,423,3,1
101623,418,3,3
101623,424,1,2
101623,429,2,2
101623,438,1,3
101623,420,2,1
101623,410,1,1
101623,407,3,2
101623,403,2,3
101892,419,2,5
101892,410,1,3
101892,406,2,2
101892,430,2,1
101892,400,1,2
101892,438,1,1
101892,422,2,3
101892,427,3,1
101892,416,3,2
101892,421,2,4
105940,400,2,1
105940,403,2,2
105940,416,3,1
105940,405,3,2
105940,446,2,2
105940,410,1,1
105940,434,1,2
105940,402,1,3
105940,417,1,1
105940,424,1,2
103824,424,1,3
103824,423,1,2
103824,434,2,7
103824,421,2,6
103824,403,1,5
103824,409,2,8
103824,405,2,9
103824,437,3,10
103824,410,1,4
103824,411,1,1
105364,409,2,3
105364,416,3,2
105364,423,2,4
105364,406,3,4
105364,413,3,1
105364,430,3,3
105364,419,2,2
105364,429,1,1
105364,410,2,5
105364,432,2,1
109052,438,3,2
109052,404,1,2
109052,448,3,3
109052,422,3,2
109052,439,1,1
109052,434,3,4
109052,437,3,3
109052,407,3,1
109052,444,3,4
109052,419,3,4
100438,424,2,2
100438,429,3,1
100438,410,1,1
100438,417,2,1
100438,402,1,2
100438,432,2,2
100438,415,3,2
100438,403,2,1
100438,413,3,2
100438,409,2,1
102607,423,1,2
102607,421,1,1
102607,404,1,1
102607,407,1,3
102607,439,1,4
102607,406,3,3
102607,402,3,2
102607,431,3,4
102607,424,3,1
102607,418,2,1
106821,452,1,2
106821,430,2,2
106821,429,3,3
106821,437,2,5
106821,416,1,2
106821,432,2,3
106821,433,3,2
106821,436,1,3
106821,409,1,3
106821,410,2,5
106821,405,3,1
106821,444,2,2
106821,435,2,4
106821,435,2,4
106821,406,2,1
106821,427,1,1
100775,410,1,3
100775,402,3,2
100775,405,2,2
100775,415,3,2
100775,421,3,1
100775,406,1,2
100775,417,2,3
100775,438,2,4
100775,413,2,5
100775,403,1,1
100775,423,2,1
102980,430,3,2
102980,435,3,8
102980,406,1,1
102980,409,3,3
102980,413,3,1
102980,435,3,9
102980,452,3,6
102980,421,3,4
102980,403,3,5
102980,432,3,7
103951,411,1,1
103951,424,3,2
103951,434,3,2
103951,409,2,1
103951,400,1,4
103951,421,1,3
103951,438,1,4
103951,404,3,1
103951,401,3,1
103951,413,2,1
104050,434,3,1
104050,401,3,2
104050,438,2,2
104050,437,2,2
104050,454,1,1
104050,443,2,3
104050,446,2,1
104050,415,3,2
104050,433,1,1
104050,412,1,2
108003,417,2,1
108003,410,1,1
108003,432,2,1
108003,421,1,4
108003,424,2,3
108003,418,3,1
108003,409,1,3
108003,423,1,1
108003,403,2,5
108003,400,2,3
100467,403,3,1
100467,404,2,1
100467,407,3,1
100467,402,2,1
100467,400,2,2
100467,432,2,3
100467,424,2,1
100467,423,1,2
100467,418,3,2
100467,410,1,1
100467,409,2,3
100930,423,1,2
100930,427,3,1
100930,413,2,4
100930,405,2,2
100930,432,1,3
100930,419,1,4
100930,437,3,2
100930,417,2,1
100930,403,1,1
100930,NA,2,3
105849,403,1,2
105849,417,1,1
105849,405,2,2
105849,NA,3,2
105849,404,2,1
105849,423,2,3
105849,418,3,3
105849,439,3,2
105849,429,3,1
105849,419,2,3
105849,NA,1,1
105849,432,2,2
105849,NA,1,2
105849,407,3,1
105849,410,1,3
107939,404,2,2
107939,423,1,1
107939,421,3,1
107939,402,2,1
107939,446,3,4
107939,431,3,6
107939,410,2,3
107939,435,3,3
107939,442,3,2
107939,443,3,5
100807,410,2,1
100807,407,2,2
100807,406,2,2
100807,402,2,2
100807,432,2,1
100807,419,2,1
100807,405,2,2
100807,424,2,2
100807,NA,2,1
100807,417,2,2
100807,437,3,1
100807,404,2,1
100807,403,1,1
100807,429,2,1
107218,423,1,1
107218,407,1,3
107218,424,3,1
107218,438,3,2
107218,422,1,2
107218,439,3,2
107218,410,2,2
107218,437,3,4
107218,404,3,1
107218,426,2,3
107218,402,2,1
102940,NA,1,3
102940,409,2,2
102940,415,3,3
102940,421,3,2
102940,446,3,1
102940,406,1,3
102940,413,2,1
102940,NA,1,2
102940,427,2,3
102940,429,1,1
104061,400,3,2
104061,438,1,5
104061,446,1,2
104061,415,1,1
104061,409,2,1
104061,434,1,4
104061,421,2,3
104061,427,3,1
104061,433,1,3
104061,NA,2,3
104061,416,3,3
104061,438,2,2
104061,412,1,1
104061,431,2,2
103125,431,3,9
103125,430,3,2
103125,406,1,1
103125,413,3,1
103125,410,3,8
103125,427,3,6
103125,429,3,4
103125,409,3,3
103125,436,3,7
103125,400,3,5
100412,424,1,2
100412,434,1,4
100412,438,1,5
100412,439,1,1
100412,421,2,2
100412,411,2,3
100412,446,3,1
100412,435,2,6
100412,413,1,3
100412,402,2,1
100412,NA,2,5
100412,401,3,2
100412,433,2,4
101909,438,1,3
101909,434,2,6
101909,402,3,11
101909,437,3,10
101909,410,2,8
101909,438,1,1
101909,400,2,7
101909,443,1,4
101909,413,1,5
101909,403,2,9
101709,438,1,1
101709,417,2,1
101709,437,2,1
101709,419,3,1
101709,438,1,1
101709,442,3,1
101709,443,2,1
101709,416,3,1
101709,444,2,1
101709,440,3,1
101709,403,3,1
101709,413,3,1
106592,418,1,1
106592,410,1,4
106592,446,2,2
106592,427,1,3
106592,429,1,3
106592,434,2,1
106592,420,2,1
106592,412,1,2
106592,431,2,1
106592,409,1,1
106592,433,2,3
106592,414,2,3
106592,421,1,1
106592,405,3,1
106592,438,1,2
106592,438,1,3
106592,415,3,1
106592,403,1,4
105295,427,3,4
105295,446,3,9
105295,429,3,6
105295,441,3,7
105295,409,2,3
105295,418,3,10
105295,416,1,1
105295,NA,3,8
105295,454,3,5
105295,452,2,2
105653,416,3,1
105653,406,2,4
105653,400,1,2
105653,417,1,1
105653,410,1,4
105653,404,1,3
105653,419,2,5
105653,413,2,2
105653,424,1,5
105653,NA,2,1
105653,403,2,3
105844,430,1,4
105844,403,1,2
105844,440,1,4
105844,413,1,3
105844,NA,1,1
105844,417,1,1
105844,NA,2,1
105844,436,2,2
105844,442,3,3
105844,438,2,3
105844,444,3,2
105844,438,1,5
103422,420,2,1
103422,446,3,1
103422,408,1,1
103422,405,2,2
103422,440,2,2
103422,418,2,4
103422,446,3,3
103422,430,2,2
103422,419,2,3
103422,412,3,2
103927,430,2,2
103927,442,1,4
103927,411,1,1
103927,437,2,3
103927,410,1,3
103927,443,3,1
103927,414,3,1
103927,434,2,1
103927,403,3,1
103927,413,1,2
104559,402,2,3
104559,429,1,3
104559,430,2,1
104559,438,1,2
104559,434,2,2
104559,413,1,1
104559,448,3,2
104559,424,1,2
104559,432,1,3
104559,418,3,1
104559,417,2,2
109603,404,3,2
109603,408,2,1
109603,434,2,3
109603,438,1,2
109603,403,1,1
109603,431,1,3
109603,406,1,4
109603,402,1,5
109603,409,2,2
109603,433,3,1
106942,435,2,1
106942,409,3,1
106942,411,1,1
106942,417,3,2
106942,436,1,3
106942,441,2,4
106942,429,1,2
106942,454,2,3
106942,416,2,5
106942,433,2,2
102144,410,1,1
102144,424,3,1
102144,431,2,1
102144,446,2,1
102144,407,2,1
102144,404,1,1
102144,418,2,1
102144,444,2,1
102144,402,1,1
102144,434,3,1
105270,419,1,4
105270,446,3,1
105270,431,2,1
105270,421,2,2
105270,416,1,1
105270,442,2,4
105270,415,3,1
105270,411,1,2
105270,434,2,3
105270,414,1,3
100015,413,2,6
100015,414,2,7
100015,421,1,4
100015,411,1,2
100015,434,1,3
100015,401,1,5
100015,438,1,1
100015,408,3,9
100015,416,3,10
100015,406,2,8
106354,443,3,6
106354,439,3,2
106354,424,3,3
106354,NA,3,7
106354,437,3,9
106354,407,2,1
106354,422,1,2
106354,404,3,1
106354,432,3,4
106354,423,1,1
106354,419,3,5
106354,406,3,8
105311,446,3,3
105311,423,1,1
105311,410,1,3
105311,419,2,1
105311,422,1,2
105311,407,1,4
105311,429,3,1
105311,424,2,2
105311,416,2,3
105311,448,3,2
101962,404,2,8
101962,405,1,1
101962,438,2,2
101962,424,2,5
101962,430,2,4
101962,418,3,1
101962,406,2,3
101962,412,2,7
101962,413,2,6
101962,421,2,1
101962,439,2,9
101962,410,1,2
104139,438,2,1
104139,439,1,2
104139,405,1,5
104139,404,1,4
104139,406,1,3
104139,433,2,5
104139,420,2,3
104139,424,1,1
104139,412,2,4
104139,441,3,1
104139,418,2,2
104139,410,1,6
105725,410,3,6
105725,404,3,7
105725,415,3,9
105725,438,3,5
105725,NA,3,1
105725,400,3,2
105725,417,1,1
105725,421,3,3
105725,419,3,4
105725,423,3,8
104700,421,2,2
104700,408,1,2
104700,431,1,3
104700,413,2,7
104700,402,2,5
104700,412,1,1
104700,446,1,7
104700,446,1,6
104700,407,2,6
104700,418,1,5
104700,406,3,3
104700,411,3,2
104700,415,2,3
104700,410,2,1
104700,438,1,8
104700,405,1,2
104444,415,3,1
104444,430,1,2
104444,413,1,1
104444,446,2,2
104444,433,2,1
104444,418,3,2
104444,406,1,3
104444,437,2,4
104444,421,1,4
104444,434,2,3
103202,404,1,3
103202,437,3,10
103202,424,3,9
103202,423,3,8
103202,432,1,2
103202,421,3,7
103202,410,2,4
103202,417,2,5
103202,409,1,1
103202,NA,2,6
107834,417,2,2
107834,405,3,2
107834,404,2,1
107834,407,3,3
107834,439,3,5
107834,403,3,1
107834,423,1,1
107834,437,3,7
107834,419,3,6
107834,NA,3,4
104781,446,2,1
104781,431,3,3
104781,434,2,4
104781,407,3,2
104781,421,2,3
104781,438,3,1
104781,446,2,2
104781,410,1,2
104781,424,3,2
104781,412,1,1
101313,423,2,1
101313,438,2,1
101313,434,3,2
101313,409,1,3
101313,431,3,1
101313,419,2,2
101313,400,2,1
101313,420,2,2
101313,410,1,1
101313,404,1,1
106107,446,3,3
106107,421,2,2
106107,409,2,1
106107,416,3,1
106107,400,2,3
106107,434,2,3
106107,436,2,2
106107,429,1,1
106107,420,3,2
106107,438,3,2
104420,NA,1,3
104420,423,2,8
104420,438,1,4
104420,403,2,7
104420,434,2,6
104420,413,1,1
104420,416,3,9
104420,443,3,10
104420,418,3,11
104420,421,1,2
104420,406,1,5
101904,406,2,4
101904,414,2,2
101904,438,1,1
101904,412,3,1
101904,421,1,2
101904,402,2,2
101904,434,2,3
101904,437,3,2
101904,430,2,5
101904,410,2,1
101904,411,2,4
104140,433,1,7
104140,421,1,4
104140,434,1,5
104140,418,2,2
104140,402,1,6
104140,404,1,3
104140,438,3,1
104140,415,2,4
104140,431,2,1
104140,411,1,2
104140,400,1,1
104140,446,2,3
109777,438,3,2
109777,416,3,3
109777,402,3,1
109777,418,3,4
109777,410,1,1
109777,404,3,1
109777,NA,3,1
109777,409,3,2
109777,403,3,2
109777,421,3,3
107154,414,3,1
107154,431,3,2
107154,424,2,2
107154,417,3,1
107154,430,2,5
107154,410,2,4
107154,438,1,1
107154,421,1,1
107154,400,2,1
107154,402,2,3
106616,405,2,2
106616,423,2,2
106616,426,1,4
106616,408,3,1
106616,402,1,3
106616,410,1,5
106616,424,1,1
106616,422,2,1
106616,418,2,3
106616,404,1,2
105189,400,1,4
105189,409,3,1
105189,419,2,2
105189,406,1,3
105189,430,2,4
105189,434,2,3
105189,416,2,1
105189,413,1,2
105189,411,3,2
105189,NA,1,1
105189,427,3,3
105189,438,3,4
102112,424,1,2
102112,420,3,1
102112,429,1,1
102112,417,2,1
102112,405,1,2
102112,433,3,3
102112,403,1,3
102112,409,3,2
102112,423,2,1
102112,404,2,2
102228,402,3,5
102228,426,3,6
102228,418,3,3
102228,423,1,1
102228,422,3,4
102228,424,3,2
102228,404,3,1
102228,403,2,1
102228,405,1,2
102228,410,2,2
107987,437,3,8
107987,402,3,7
107987,404,3,4
107987,426,3,6
107987,423,1,1
107987,407,3,2
107987,424,3,1
107987,439,3,5
107987,422,2,1
107987,410,3,3
105533,409,2,2
105533,436,2,1
105533,411,2,3
105533,432,3,1
105533,429,2,2
105533,427,3,1
105533,435,2,4
105533,419,2,4
105533,452,2,3
105533,444,2,3
105533,417,1,1
100261,437,3,1
100261,438,2,4
100261,404,3,3
100261,413,3,2
100261,423,1,2
100261,400,1,3
100261,NA,2,3
100261,419,2,2
100261,438,2,1
100261,410,1,1
108933,437,3,10
108933,440,1,1
108933,424,3,1
108933,448,3,3
108933,402,3,4
108933,407,3,6
108933,430,3,2
108933,446,3,7
108933,444,3,5
108933,404,3,9
101654,421,2,2
101654,402,1,3
101654,400,3,1
101654,443,3,2
101654,452,3,2
101654,409,2,3
101654,410,1,1
101654,404,2,1
101654,438,1,4
101654,424,1,2
109050,402,2,1
109050,406,3,1
109050,409,2,2
109050,438,2,3
109050,407,1,1
109050,439,1,3
109050,410,1,4
109050,424,1,5
109050,423,1,2
109050,418,3,2
109209,427,1,4
109209,415,3,2
109209,430,1,1
109209,421,2,2
109209,429,1,3
109209,412,2,1
109209,406,1,2
109209,413,1,5
109209,419,3,1
109209,434,2,3
101638,433,3,10
101638,421,3,9
101638,434,2,7
101638,432,1,1
101638,438,1,4
101638,422,1,3
101638,441,2,6
101638,438,1,2
101638,430,1,5
101638,414,2,8
103308,417,2,1
103308,437,3,1
103308,409,1,1
103308,448,3,1
103308,403,2,1
103308,NA,2,1
103308,419,3,1
103308,429,3,1
103308,NA,2,1
103308,432,2,1
106762,438,1,3
106762,435,1,3
106762,435,3,2
106762,454,3,1
106762,434,1,1
106762,446,1,2
106762,444,3,2
106762,437,2,1
106762,433,2,1
106762,446,3,3
106161,429,2,4
106161,409,1,1
106161,434,1,2
106161,427,3,5
106161,418,3,5
106161,419,2,3
106161,414,2,3
106161,410,1,1
106161,421,1,2
106161,438,1,1
107685,438,2,1
107685,438,2,5
107685,437,1,1
107685,443,2,3
107685,400,3,9
107685,405,3,8
107685,421,3,8
107685,446,2,2
107685,446,2,6
107685,444,2,4
107685,434,3,8
105970,424,3,9
105970,438,1,2
105970,436,2,6
105970,406,3,7
105970,434,1,1
105970,443,1,3
105970,440,3,8
105970,430,1,4
105970,437,3,10
105970,411,2,5
105128,454,2,3
105128,416,2,4
105128,403,3,2
105128,415,1,1
105128,424,3,5
105128,404,3,1
105128,NA,3,3
105128,431,2,1
105128,422,3,4
105128,427,2,2
105416,406,1,3
105416,438,1,2
105416,421,2,3
105416,442,3,3
105416,416,1,1
105416,NA,2,1
105416,434,2,2
105416,419,3,2
105416,411,3,1
105416,413,1,4
105836,409,2,1
105836,403,1,1
105836,405,2,2
105836,NA,1,3
105836,406,3,1
105836,421,2,4
105836,417,1,2
105836,432,2,3
105836,415,3,2
105836,429,2,5
105473,410,2,5
105473,411,2,4
105473,417,1,1
105473,423,1,2
105473,418,2,3
105473,403,1,3
105473,405,1,4
105473,407,2,2
105473,421,2,1
105473,404,2,1
108786,414,3,1
108786,429,2,1
108786,437,2,2
108786,NA,1,3
108786,NA,2,1
108786,403,1,4
108786,411,1,2
108786,409,1,1
108786,432,3,1
108786,443,1,5
109369,429,1,1
109369,439,3,1
109369,420,2,1
109369,446,1,2
109369,433,2,4
109369,436,2,5
109369,443,3,2
109369,441,1,3
109369,452,1,2
109369,406,2,2
109369,438,3,3
105466,NA,2,3
105466,NA,1,2
105466,417,1,1
105466,437,3,1
105466,406,2,1
105466,403,1,2
105466,434,3,2
105466,413,2,3
105466,429,2,2
105466,440,3,1
100439,426,2,1
100439,424,2,3
100439,410,2,4
100439,404,1,5
100439,433,1,3
100439,408,1,1
100439,439,3,1
100439,402,1,2
100439,448,3,2
100439,420,1,4
100439,422,2,2
104561,413,1,3
104561,410,1,1
104561,400,1,2
104561,419,2,4
104561,437,3,3
104561,430,2,3
104561,438,2,2
104561,432,3,2
104561,438,3,1
104561,403,3,1
103708,431,3,1
103708,410,2,1
103708,413,1,1
103708,424,2,2
103708,419,1,2
103708,406,1,1
103708,430,2,1
103708,400,1,1
103708,405,2,3
103708,411,1,2
102171,418,3,2
102171,405,1,1
102171,404,2,3
102171,423,3,1
102171,410,2,3
102171,403,1,1
102171,413,2,2
102171,417,2,1
102171,NA,2,3
102171,432,3,1
108068,424,1,1
108068,429,3,6
108068,423,2,1
108068,448,3,8
108068,403,3,7
108068,410,3,1
108068,438,3,5
108068,402,3,4
108068,405,3,3
108068,404,3,2
102811,433,3,2
102811,429,2,2
102811,404,2,1
102811,415,3,1
102811,438,2,4
102811,431,2,5
102811,407,2,1
102811,406,1,1
102811,430,1,2
102811,438,2,3
108859,422,2,1
108859,414,1,2
108859,424,1,3
108859,426,2,1
108859,409,1,1
108859,404,2,1
108859,402,1,4
108859,421,1,5
108859,438,2,1
108859,431,3,5
108859,427,2,1
104499,400,1,2
104499,410,2,7
104499,411,2,6
104499,438,2,9
104499,413,1,1
104499,423,1,5
104499,430,2,8
104499,437,3,10
104499,406,1,3
104499,419,1,4
100909,405,2,8
100909,407,2,5
100909,421,1,4
100909,439,3,9
100909,413,2,7
100909,403,1,3
100909,448,3,10
100909,410,1,1
100909,402,1,2
100909,434,2,6
103417,409,3,96
103417,423,3,98
103417,429,3,98
103417,403,3,98
103417,432,3,98
103417,NA,3,98
103417,410,3,98
103417,418,3,98
103417,420,3,97
103417,404,3,98
103417,408,1,1
109386,435,2,1
109386,401,2,3
109386,429,1,2
109386,441,1,1
109386,446,1,2
109386,NA,1,2
109386,402,2,2
109386,410,1,1
109386,436,3,2
109386,442,1,1
109386,404,3,1
109386,435,2,2
106520,NA,1,2
106520,403,1,3
106520,406,2,1
106520,440,2,6
106520,419,1,3
106520,420,2,5
106520,417,1,4
106520,431,3,3
106520,409,1,1
106520,438,2,3
106520,411,2,7
106520,410,2,4
106520,437,3,2
106520,430,2,2
106520,421,3,1
100707,403,1,1
100707,421,2,3
100707,412,2,1
100707,NA,2,1
100707,418,3,1
100707,424,2,2
100707,410,2,3
100707,404,2,5
100707,409,2,4
100707,429,2,3
109544,412,3,1
109544,429,3,6
109544,424,2,3
109544,446,3,4
109544,421,3,5
109544,420,3,3
109544,402,2,1
109544,410,2,2
109544,431,1,1
109544,409,3,2
103730,NA,3,1
103730,424,1,3
103730,402,1,3
103730,410,1,2
103730,433,3,4
103730,411,2,2
103730,438,2,1
103730,406,2,1
103730,417,3,2
103730,421,3,3
103730,400,2,2
103730,439,1,1
103730,404,1,1
102426,437,2,3
102426,405,2,2
102426,426,3,3
102426,446,1,1
102426,446,1,3
102426,434,2,1
102426,438,1,2
102426,418,3,1
102426,431,2,2
102426,408,3,2
102426,421,1,2
102426,410,1,3
104521,413,1,1
104521,406,1,3
104521,411,2,6
104521,400,1,2
104521,416,3,9
104521,424,2,7
104521,410,3,10
104521,421,1,4
104521,438,2,5
104521,405,2,8
107368,432,1,1
107368,427,2,3
107368,436,1,2
107368,441,3,2
107368,409,1,1
107368,403,2,2
107368,415,3,1
107368,NA,2,1
107368,429,1,1
107368,452,1,1
106112,433,3,3
106112,442,3,1
106112,400,2,2
106112,446,1,2
106112,438,1,3
106112,434,1,1
106112,446,3,2
106112,439,1,5
106112,406,2,1
106112,422,1,4
103755,438,3,3
103755,405,2,2
103755,423,1,1
103755,404,3,1
103755,411,2,1
103755,437,3,3
103755,419,2,1
103755,403,2,1
103755,429,3,2
103755,410,1,1
103755,400,3,1
109677,443,1,3
109677,441,1,1
109677,418,2,1
109677,448,2,1
109677,437,1,2
109677,436,2,1
109677,438,2,1
109677,435,3,1
109677,446,3,1
109677,434,1,4
101062,402,2,6
101062,415,3,10
101062,409,3,4
101062,NA,2,5
101062,403,2,2
101062,432,3,7
101062,429,1,1
101062,404,2,3
101062,437,3,9
101062,424,3,8
109738,407,1,2
109738,448,2,4
109738,432,1,3
109738,403,3,2
109738,420,3,3
109738,417,3,5
109738,443,2,3
109738,446,2,2
109738,454,3,4
109738,446,2,1
109738,409,3,1
109738,423,1,1
107250,418,3,5
107250,402,3,2
107250,417,3,6
107250,424,3,6
107250,446,3,3
107250,423,1,1
107250,405,3,6
107250,410,3,1
107250,439,3,5
107250,422,2,1
106114,421,2,4
106114,422,1,5
106114,434,1,3
106114,437,3,1
106114,413,2,3
106114,442,2,2
106114,410,1,1
106114,406,2,5
106114,402,1,2
106114,411,2,1
106114,400,1,4
103619,437,2,2
103619,431,3,2
103619,438,1,5
103619,414,1,1
103619,NA,2,1
103619,443,1,4
103619,411,2,3
103619,438,1,2
103619,421,1,2
103619,401,3,1
105045,431,1,2
105045,415,1,1
105045,400,1,3
105045,402,2,2
105045,421,1,5
105045,401,3,2
105045,435,3,1
105045,433,2,2
105045,413,1,4
105045,430,2,1
102922,454,3,1
102922,406,2,1
102922,438,1,3
102922,409,1,2
102922,NA,2,2
102922,410,3,2
102922,415,3,2
102922,434,2,4
102922,443,2,3
102922,421,1,1
102922,403,3,3
100420,417,2,8
100420,403,2,7
100420,NA,3,9
100420,402,1,2
100420,437,3,10
100420,404,1,3
100420,410,1,1
100420,421,2,6
100420,432,1,5
100420,423,1,4
103697,403,1,4
103697,NA,3,8
103697,436,2,6
103697,442,1,3
103697,437,3,10
103697,429,2,7
103697,411,1,1
103697,409,3,8
103697,417,1,2
103697,432,2,5
105201,NA,2,1
105201,403,1,2
105201,410,2,5
105201,433,3,2
105201,400,2,4
105201,417,2,2
105201,404,3,1
105201,416,2,2
105201,413,2,3
105201,406,1,1
103067,401,2,4
103067,438,2,3
103067,421,2,1
103067,438,3,2
103067,442,3,3
103067,NA,3,1
103067,411,3,4
103067,406,1,1
103067,440,3,5
103067,434,2,2
109253,NA,3,3
109253,432,3,3
109253,419,3,3
109253,413,3,3
109253,417,3,3
109253,433,3,3
109253,440,3,2
109253,406,3,3
109253,411,3,3
109253,430,1,1
109776,418,3,1
109776,417,2,3
109776,402,2,3
109776,427,3,1
109776,420,3,1
109776,410,1,1
109776,432,2,2
109776,429,2,1
109776,423,2,3
109776,405,2,2
109244,411,3,1
109244,440,3,1
109244,413,2,1
109244,435,2,1
109244,442,3,1
109244,441,3,1
109244,433,3,1
109244,454,3,1
109244,427,3,1
109244,406,3,1
109244,435,3,1
109244,430,1,1
100380,403,2,3
100380,409,2,1
100380,411,3,2
100380,429,1,3
100380,NA,2,2
100380,417,2,2
100380,408,1,1
100380,437,3,3
100380,402,1,2
100380,404,3,1
105365,416,1,2
105365,413,2,1
105365,405,1,3
105365,429,1,1
105365,408,2,1
105365,411,2,1
105365,418,2,2
105365,434,2,2
105365,448,1,3
105365,403,1,1
100733,409,3,3
100733,436,2,1
100733,429,2,2
100733,442,3,4
100733,430,3,1
100733,433,3,3
100733,403,1,1
100733,NA,1,1
100733,NA,1,3
100733,454,3,4
105393,400,2,5
105393,413,3,1
105393,NA,1,4
105393,416,2,1
105393,427,2,3
105393,412,3,2
105393,414,1,1
105393,406,1,2
105393,NA,1,3
105393,411,2,4
105393,430,2,2
101005,403,2,2
101005,432,3,2
101005,424,1,2
101005,410,2,1
101005,423,1,1
101005,437,3,2
101005,417,2,2
101005,438,3,1
101005,420,3,1
101005,405,3,2
105108,416,3,1
105108,411,1,1
105108,427,2,1
105108,420,3,1
105108,440,1,1
105108,434,2,1
105108,413,2,1
105108,433,2,2
105108,430,2,1
105108,406,2,1
105108,417,1,1
105108,443,2,1
105108,415,1,1
105108,NA,2,1
105108,NA,2,1
105108,432,1,1
106754,411,2,2
106754,434,1,4
106754,446,2,4
106754,430,2,5
106754,413,2,4
106754,421,1,1
106754,400,1,3
106754,414,2,2
106754,435,2,3
106754,401,1,2
106851,435,1,7
106851,400,2,4
106851,421,1,3
106851,444,1,6
106851,438,1,1
106851,438,1,2
106851,443,1,4
106851,406,3,1
106851,401,2,3
106851,437,1,5
