PERSONID,Applicant_Pool,UNIV_Selectivity,UNIV_Major,Candidate_Strength,Low_IncomeComm_Ex,Low_IncomeComm_Ex_L,Mission_KNWL_ALNMT,FastApp,ESSAY_Length,ESSAY_T1,ESSAY_T2,ESSAY_T3,ESSAY_T4,ESSAY_T5,ESSAY_T6,ESSAY_T7,ESSAY_T8,ESSAY_T9,ESSAY_T10,MATCH_REGION_CODE,MATCH_Subject,MATCH_is_home_region,MATCH_is_UNIV_Region,MATCH_is_Current_Region,MATCH_District,MATCH_School,MATCH_School_Type,MATCH_Grade_Level,MATCH_Y1_subject_group,OUTCOME_1_Confirmed,OUTCOME_2_StartTeaching,OUTCOME_3_Complet_Y1,OC_Satisfaction_Y1,OUTCOME_4_Complet_Y2,OC_Satisfaction_Y2,MATCH_Region_Pref_Level,MATCH_Region_Pref_Rank,MATCH_Subject_Prefer
104919,B,More Selective,Industrial Engineering,0.76538546,Y,LEVEL3,4,0,1696,0.407316267,0.002779263,0.002779199,0.002778936,0.002779157,0.002779413,0.002779061,0.002779431,0.002778857,0.570450366,414,HSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,1
105881,A,Selective,Liberal Studies,0.76739278,Y,LEVEL3,4,0,2150,0.468679875,0.130771354,0.001725205,0.001725109,0.001725092,0.388473004,0.001725034,0.001725179,0.00172506,0.001725083,417,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,3
108275,A,More Selective,Human Development,0.78990976,Y,LEVEL2,3,0,1665,0.00270396,0.002704072,0.261579752,0.002704406,0.002703885,0.002704084,0.002704276,0.002704273,0.002703648,0.716787636,423,SPED,TRUE,TRUE,TRUE,Partner 497,School 1017,Traditional Public School,Middle,Science,1,1,1,6,1,5.25,1,1,1
105360,A,More Selective,Industrial Engineering,0.83576633,Y,LEVEL2,3.5,1,2004,0.002328594,0.921909094,0.059459392,0.002328792,0.002329152,0.002328846,0.00232903,0.002328909,0.002329398,0.002328779,416,MSMATH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,2,2,1
102561,A,More Selective,Psychology,0.80509523,Y,LEVEL3,4,1,1711,0.300207287,0.086231373,0.002332495,0.002332373,0.221817881,0.002332527,0.002332267,0.377749085,0.002332326,0.002332362,407,CHEMISTRY,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,3,1
100345,A,More Selective,Psychology,0.81684628,Y,LEVEL3,4.5,0,1718,0.351769388,0.003032104,0.003032474,0.003031967,0.003032336,0.362295926,0.003032189,0.003032422,0.003032259,0.264708996,400,ENGLISH,FALSE,FALSE,FALSE,Partner 261,School 1619,Traditional Public School,Middle,English,1,1,1,7,1,5.25,1,1,1
101252,A,More Selective,Psychology,0.84354407,Y,LEVEL2,4,0,1697,0.002440542,0.233119622,0.002441004,0.002440512,0.002440378,0.417143971,0.002440787,0.002440676,0.002440914,0.332651615,404,ESL,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
101743,A,More Selective,History,0.63698814,N,LEVEL1,3,0,1635,0.002780224,0.002780473,0.002780686,0.002780074,0.002780728,0.002780448,0.002780728,0.31533289,0.281563759,0.383640051,438,HSGENSCIENCE,TRUE,FALSE,FALSE,Partner 041,School 2523,Traditional Public School,High,Science,1,1,1,6.5,1,NA,2,2,1
108279,A,More Selective,Human Development,0.75822844,Y,LEVEL3,4,0,1581,0.00400351,0.004003248,0.532332897,0.004003061,0.004003095,0.004003051,0.004002836,0.004003384,0.20035556,0.239289373,423,ELEMENTARY,TRUE,TRUE,TRUE,Partner 441,School 1047,Charter School,Upper Elementary (3-5),English,1,1,1,6,1,7,1,1,1
103204,A,Least Selective,English,0.69872852,Y,LEVEL3,5,0,1711,0.002706531,0.736533046,0.002706413,0.002706488,0.002706609,0.002706588,0.083153434,0.161368266,0.00270624,0.002706319,409,ENGLISH,FALSE,FALSE,FALSE,Partner 156,School 0426,Traditional Public School,Middle,Science,1,1,1,5.75,1,3.75,1,2,1
103597,A,More Selective,Psychology,0.81527794,Y,LEVEL3,4,0,2173,0.002128401,0.349261045,0.002128312,0.002128417,0.00212867,0.455132335,0.180707023,0.002128807,0.00212829,0.002128711,443,MSMATH,TRUE,TRUE,TRUE,Partner 340,School 0964,Traditional Public School,Middle,Math,1,1,1,4.75,1,6.25,1,1,2
108932,A,Most Selective,Interdisciplinary Studies,0.75620046,Y,LEVEL3,4,0,1693,0.109958537,0.00263285,0.376246542,0.002632739,0.002632584,0.199449509,0.002632954,0.002633064,0.298548222,0.002632951,440,ENGLISH,FALSE,FALSE,FALSE,Partner 069,School 1157,Charter School,High,English,1,1,1,6,1,6.25,1,2,1
102758,A,More Selective,Mathematics,0.55961797,Y,LEVEL2,3.5,0,2314,0.00217689,0.175872147,0.131251395,0.002176284,0.002176754,0.677640319,0.0021767,0.002176197,0.00217671,0.002176592,407,HSMATH,FALSE,FALSE,FALSE,Partner 141,School 0550,Traditional Public School,High,Math,1,1,1,5.75,1,5.75,2,7,1
102505,A,Less Selective,Political Science,0.71781088,Y,LEVEL3,4,1,1200,0.396468282,0.004170517,0.004170575,0.004170462,0.004171442,0.004170305,0.004170083,0.570167661,0.004170196,0.004170408,446,ELEMENTARY,TRUE,FALSE,TRUE,Partner 223,School 1410,Charter School,Upper Elementary (3-5),General Ed,1,1,1,4,1,1,1,2,1
106123,A,Most Selective,Public Health,0.884363,Y,LEVEL2,4,0,1807,0.075549357,0.162286833,0.082219891,0.002457504,0.300557703,0.002457445,0.111601904,0.002457601,0.069180325,0.191231444,434,BIOLOGY,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
105984,B,Selective,Political Science,0.7343731,Y,LEVEL3,4,0,2189,0.002175533,0.002175966,0.002175702,0.002175486,0.473736137,0.164318547,0.002175645,0.002175881,0.00217568,0.34671545,434,SPED,FALSE,FALSE,FALSE,Partner 371,School 1031,Traditional Public School,Middle,General Ed,1,1,1,5.5,0,NA,1,1,3
101549,A,Most Selective,Communications,0.67759789,N,LEVEL1,2.5,1,1684,0.38619861,0.002567003,0.002566689,0.002567211,0.187937409,0.407896847,0.002566523,0.00256652,0.002566394,0.002566771,404,SPED,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
103651,A,More Selective,Marketing,0.69433274,N,LEVEL1,2,0,1839,0.002044187,0.377959937,0.002044344,0.002044257,0.002044134,0.14131847,0.002044232,0.283496708,0.184959337,0.002044374,443,HISTORY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,2,2,1
103047,B,More Selective,Psychology,0.75980681,Y,LEVEL3,3.5,0,1387,0.00285939,0.138139457,0.002859638,0.00285991,0.002859695,0.002859683,0.311117172,0.002859613,0.002859355,0.530726135,406,ELEMENTARY,FALSE,FALSE,TRUE,Partner 263,School 0702,Traditional Public School,Upper Elementary (3-5),Science,1,1,1,6,1,6,1,1,1
102305,B,Selective,Psychology,0.69418075,Y,LEVEL2,2.5,0,1666,0.709046066,0.270930439,0.002502948,0.002502899,0.002502929,0.002502962,0.002502709,0.002503208,0.002502746,0.00250314,405,ENGLISH,FALSE,FALSE,TRUE,Partner 188,School 2691,Charter School,Middle,English,1,1,1,5.75,1,6.5,1,1,1
107478,A,Selective,Journalism,0.84434598,Y,LEVEL2,3,0,1809,0.07484737,0.46048373,0.001822652,0.001822577,0.001822607,0.001822421,0.071141519,0.001822579,0.382591963,0.001822579,437,MSGENSCIENCE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,2,1,1
104300,A,Least Selective,Marketing,0.87436386,Y,LEVEL2,3.5,0,1613,0.002441016,0.530681431,0.310889542,0.002440769,0.002440979,0.002440889,0.002441169,0.141342342,0.002440821,0.0024410120000000002,432,SPED,FALSE,TRUE,TRUE,Partner 394,School 1037,Traditional Public School,Upper Elementary (3-5),General Ed,1,1,1,5.25,1,6.25,1,1,1
103615,A,More Selective,Biology,0.69698844,Y,LEVEL3,4,0,1930,0.002384463,0.257039309,0.002384598,0.073041081,0.002385161,0.002384987,0.52155596,0.002384481,0.065661624,0.070778325,443,HSGENSCIENCE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,2,2,1
108825,A,More Selective,Early Childhood Education,0.69669453,Y,LEVEL3,3.5,1,1987,0.167307019,0.002943804,0.002944027,0.002943913,0.38051945,0.002944035,0.169031277,0.265478164,0.002944255,0.002944099,427,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,5,1
105704,A,Most Selective,International Studies/Relations,0.89933198,Y,LEVEL3,4.5,0,1736,0.002948751,0.301677376,0.157054096,0.002948514,0.002948297,0.231590539,0.002948855,0.179353729,0.115581259,0.002948592,417,SPED,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,2,3
108171,A,Most Selective,History,0.67560751,Y,LEVEL1,3,0,1754,0.226042405,0.092455,0.00233066,0.00233059,0.294267148,0.002330638,0.002330693,0.275639057,0.099942982,0.002330812,423,PREK,TRUE,TRUE,TRUE,Partner 522,School 2746,Traditional Public School,PreK-K,General Ed,1,1,1,5.25,1,6,1,1,1
101397,A,Less Selective,Psychology,0.70947016,Y,LEVEL3,4,0,1720,0.002779522,0.107136622,0.002779187,0.002779344,0.002779015,0.51047641,0.362932116,0.002779257,0.002779125,0.002779379,404,ESL,TRUE,TRUE,TRUE,Partner 021,School 0398,Traditional Public School,Middle,Social Studies,1,1,1,6,1,6,1,2,1
106250,A,Selective,English,0.73821271,Y,LEVEL3,4,1,1414,0.294901907,0.147364974,0.328212261,0.004550389,0.004549887,0.004550716,0.20221889,0.004550271,0.00454988,0.004550794,434,ENGLISH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,3,1
107695,A,More Selective,Neuroscience,0.69857683,Y,LEVEL3,2,0,1699,0.003032013,0.003032263,0.003032321,0.003031654,0.358786553,0.003032904,0.003032596,0.254185736,0.365801156,0.003032785,437,HSMATH,TRUE,TRUE,TRUE,Missing Data,Missing Data,Missing Data,High,Math,1,1,1,1.75,0,NA,1,1,1
107640,A,More Selective,Economics,0.6049284,Y,LEVEL1,3,0,1773,0.22262314,0.336387813,0.002179582,0.002179418,0.002179716,0.24068515,0.002179421,0.002179645,0.187226385,0.002179716,437,ENGLISH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,2,1,2
101081,A,Most Selective,History,0.65520785,Y,LEVEL3,5,0,2496,0.505474627,0.300520003,0.001924,0.001923858,0.001923988,0.105589725,0.001924015,0.07687179,0.001923824,0.00192414,403,HISTORY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,2,1
103990,B,Selective,Psychology,0.66126136,Y,LEVEL3,5,0,2095,0.001964037,0.391416579,0.001964064,0.250296861,0.260805905,0.00196381,0.001963662,0.085697562,0.001963686,0.00196381,433,PREK,TRUE,TRUE,TRUE,Partner 402,School 1358,Early Childhood Education (ECE) Center,PreK-K,General Ed,1,1,1,5,1,NA,2,3,1
109172,A,More Selective,Psychology,0.76577049,Y,LEVEL3,4.5,0,1775,0.85103178,0.00256933,0.057958622,0.002569255,0.002569216,0.002569805,0.002569167,0.073023953,0.002569266,0.002569631,430,ESL,TRUE,FALSE,TRUE,Partner 228,School 1631,Traditional Public School,Upper Elementary (3-5),English,1,1,1,6,1,6,1,1,1
103321,B,More Selective,Public Health,0.6999059,Y,LEVEL2,2,0,2216,0.002002034,0.058437876,0.110780738,0.092978798,0.440847933,0.002002026,0.002002192,0.286944211,0.00200215,0.002002061,409,HSGENSCIENCE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
101204,A,Most Selective,International Studies/Relations,0.69876505,Y,LEVEL1,2,0,2364,0.227470785,0.641980469,0.001758812,0.001758417,0.001758686,0.001758721,0.001758756,0.001758683,0.118237898,0.001758755,403,SPED,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
101729,A,Least Selective,International Studies/Relations,0.85745057,Y,LEVEL3,5,0,1631,0.288553506,0.279649168,0.002567944,0.002568222,0.288920701,0.002567903,0.002567545,0.127469599,0.002567778,0.002567645,438,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,1
109699,B,Selective,Marketing,0.71393273,Y,LEVEL2,3.5,0,2029,0.002130396,0.355168313,0.002130545,0.002130935,0.002130481,0.346731156,0.164537773,0.002130482,0.033721596,0.089188293,448,ESL,FALSE,FALSE,FALSE,Partner 198,School 2330,Charter School,Upper Elementary (3-5),English,1,1,1,2.5,1,5.25,2,2,1
109710,B,More Selective,Anthropology,0.73938009,Y,LEVEL2,3,0,2765,0.456644624,0.374008656,0.001251419,0.001251485,0.001251465,0.160586715,0.001251348,0.001251523,0.001251369,0.001251427,448,SPED,TRUE,TRUE,TRUE,Partner 543,School 0527,Traditional Public School,Upper Elementary (3-5),Other Subjects,1,1,1,4,1,5.25,1,1,1
100965,A,Most Selective,Business,0.69252935,Y,LEVEL2,2.5,0,1727,0.453632593,0.002279721,0.125818878,0.002279927,0.263510644,0.002279934,0.002279574,0.002279555,0.143359751,0.002279437,403,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,3,2
106778,A,More Selective,Environmental Studies,0.70124247,N,LEVEL3,4.5,0,1726,0.199671209,0.002780601,0.002780417,0.002780062,0.479127079,0.00278126,0.002780274,0.301738024,0.002780442,0.002780671,435,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,3,99,3
107752,B,Most Selective,Dance,0.7945311,Y,LEVEL3,4.5,0,1682,0.003130765,0.348554045,0.003130719,0.003130001,0.403358519,0.003130443,0.003130513,0.226173654,0.003131148,0.003130211,423,ELEMENTARY,TRUE,TRUE,FALSE,Partner 280,School 1509,Charter School,PreK-K,General Ed,1,1,1,2,1,6,1,1,1
104141,A,Most Selective,History,0.65913863,Y,LEVEL1,2,0,1763,0.002086399,0.167838007,0.360995412,0.002086033,0.145744413,0.312904596,0.00208636,0.002086166,0.002086374,0.002086258,433,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,5,2
101197,B,More Selective,Political Science,0.76650693,N,LEVEL3,4,0,1391,0.557332456,0.09100727,0.00322916,0.003228253,0.003228688,0.329058588,0.003228564,0.003229524,0.003228526,0.003228936,403,HISTORY,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
104556,A,Less Selective,Drama,0.74853877,Y,LEVEL3,4.5,0,1739,0.259057939,0.002781241,0.002780527,0.002780915,0.002781007,0.11366836,0.248640671,0.361947745,0.0027805,0.002781054,413,ELEMENTARY,TRUE,TRUE,TRUE,Partner 104,School 0157,Charter School,Upper Elementary (3-5),Math,1,1,1,7,1,NA,1,1,1
108014,B,Less Selective,Chemistry,0.71720527,N,LEVEL3,3,0,1774,0.002504895,0.00250567,0.060529776,0.002504995,0.642222822,0.002505488,0.002505254,0.002505639,0.279710054,0.00250535,423,CHEMISTRY,FALSE,TRUE,TRUE,Partner 579,School 1604,Traditional Public School,High,Science,1,1,1,5,1,6,1,1,1
100687,A,Most Selective,Psychology,0.7675035,Y,LEVEL3,3.5,0,2764,0.001615782,0.059872475,0.001615705,0.00161599,0.561643004,0.122803405,0.184214979,0.001615694,0.063387252,0.001615693,403,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
108647,B,Selective,Political Science,0.8415844,Y,LEVEL3,4.5,1,1878,0.002861394,0.002861734,0.087557599,0.002861703,0.531395197,0.002861666,0.280828476,0.002861599,0.083049163,0.002861489,424,SPED,TRUE,TRUE,TRUE,Partner 499,School 1652,Charter School,PreK-K,General Ed,1,1,1,6.25,1,7,1,1,1
109178,B,Least Selective,Public Health,0.73427941,Y,LEVEL3,5,1,547,0.006668302,0.006667788,0.209778205,0.006667254,0.006667403,0.33406201,0.006667757,0.00666907,0.006667439,0.409484744,430,BILINGUAL,TRUE,TRUE,TRUE,Partner 228,School 0058,Charter School,PreK-K,General Ed,1,1,1,7,1,6.75,1,1,1
103790,A,More Selective,Neuroscience,0.77608572,Y,LEVEL1,2,0,1956,0.001888449,0.777025461,0.001888218,0.001888044,0.00188801,0.207869202,0.001888118,0.001888075,0.001888274,0.001888123,411,BIOLOGY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
100579,A,Most Selective,Economics,0.80229559,Y,LEVEL3,4,0,1976,0.17919898,0.105733134,0.106650583,0.00186288,0.306248218,0.001862105,0.078284703,0.001862184,0.216435134,0.001862057,402,MSMATH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,3,2
107553,A,More Selective,Philosophy,0.82922783,Y,LEVEL3,4,1,1788,0.180679008,0.002570563,0.002570875,0.002570302,0.002570779,0.450338751,0.002570751,0.270988733,0.082569487,0.002570801,437,HSMATH,FALSE,FALSE,FALSE,Missing Data,Missing Data,Missing Data,High,Math,1,1,1,5.25,1,5.25,3,1,1
101623,A,Most Selective,International Studies/Relations,0.72096784,Y,LEVEL1,2.5,0,1836,0.165821254,0.307926267,0.002142346,0.002142016,0.002142101,0.466118217,0.002142256,0.002142142,0.04728128,0.002142149,438,MSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,3,1
101892,A,More Selective,Anthropology,0.83780413,Y,LEVEL2,4,0,2001,0.292707741,0.002003297,0.138215527,0.032142099,0.122283772,0.176942587,0.002003026,0.002003156,0.229695708,0.002003076,438,HSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
105940,B,Selective,Biology,0.79745703,Y,LEVEL2,3.5,0,1818,0.208154321,0.106800869,0.227478176,0.001929934,0.001929994,0.001929704,0.001929922,0.001929894,0.445987195,0.001930001,434,SPANISH,TRUE,TRUE,TRUE,Partner 341,School 0499,Charter School,High,Science,1,1,1,6.25,1,5.5,1,2,1
103824,A,Most Selective,International Studies/Relations,0.78513462999999994,Y,LEVEL2,3,0,2170,0.215959504,0.313655078,0.002225196,0.00222525,0.321455836,0.00222527,0.135578752,0.00222486,0.00222518,0.002225114,411,ELEMENTARY,FALSE,TRUE,TRUE,Partner 411,School 1027,Charter School,Upper Elementary (3-5),Social Studies,1,1,1,6,1,6,1,1,1
105364,A,Selective,International Business,0.66359191,Y,LEVEL3,5,0,1627,0.346539706,0.003227291,0.003227291,0.003226952,0.003227185,0.627642155,0.003227028,0.003227402,0.003227216,0.003227765,416,PREK,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,3,2,1
109052,B,Selective,Spanish,0.72768261,Y,LEVEL3,4,0,2575,0.35878861,0.075421542,0.001667843,0.103989907,0.001667503,0.451793939,0.001667593,0.001667617,0.001667749,0.001667685,439,ENGLISH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
100438,A,Most Selective,Government,0.78800945,Y,LEVEL2,3,0,1881,0.002633984,0.513232768,0.002633602,0.002633733,0.002634122,0.465696871,0.002633631,0.002633861,0.002633597,0.002633802,402,ELEMENTARY,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,2,1
102607,A,Most Selective,Biology,0.70405342,Y,LEVEL2,3.5,1,1647,0.480364352,0.064626478,0.002634744,0.002634495,0.002634771,0.179840103,0.00263469,0.002635089,0.002634505,0.25936076,407,MSGENSCIENCE,FALSE,TRUE,TRUE,Partner 508,School 0040,Traditional Public School,Middle,Science,1,1,1,7,1,7,1,3,1
106821,A,More Selective,Geography,0.64058729,Y,LEVEL3,3,0,1413,0.366866529,0.003229117,0.003229453,0.003229539,0.003229337,0.003229537,0.003229441,0.003229417,0.003228996,0.607298672,435,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,2,4,1
100775,A,Most Selective,Economics,0.80781948,Y,LEVEL2,4,0,2002,0.386883676,0.594504952,0.002326382,0.002326294,0.002326321,0.002326774,0.002326442,0.002326589,0.002326099,0.002326444,403,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
102980,A,More Selective,International Studies/Relations,0.69358175,Y,LEVEL2,3,1,1617,0.13770166,0.462433547,0.383568704,0.002327847,0.00232806,0.002327948,0.002327743,0.002328246,0.002328184,0.002328014,406,ENGLISH,TRUE,TRUE,TRUE,Partner 263,School 1889,Traditional Public School,High,English,1,1,1,4.75,1,5.5,1,1,1
103951,A,Most Selective,Political Science,0.6919968,Y,LEVEL2,3.5,0,2031,0.002274312,0.664431274,0.104386777,0.002274245,0.002274242,0.002274,0.002275181,0.215261623,0.002274233,0.00227413,411,ENGLISH,FALSE,FALSE,FALSE,Partner 496,School 0804,Charter School,Middle,English,1,1,1,4.75,1,5,1,1,1
104050,A,Selective,History,0.65304184,Y,LEVEL3,3.5,0,2225,0.002130302,0.002130158,0.236656547,0.002129899,0.002130256,0.002130166,0.002130179,0.306310356,0.11457666,0.329675525,433,ELEMENTARY,FALSE,FALSE,FALSE,Partner 234,School 1305,Traditional Public School,Upper Elementary (3-5),General Ed,1,1,1,6,1,NA,1,1,1
108003,A,Most Selective,Political Science,0.67371278,Y,LEVEL3,5,0,2196,0.257484525,0.176248908,0.001451352,0.138166428,0.059384115,0.067082793,0.001451199,0.001451214,0.141006753,0.156272665,423,SPED,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
100467,A,Most Selective,Psychology,0.70244082,Y,LEVEL3,4,0,2132,0.375832617,0.39446342,0.001642465,0.00164291,0.001642611,0.21820572,0.001642524,0.001642617,0.001642627,0.001642511,402,HSMATH,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,2,1,1
100930,A,Most Selective,Biology,0.85297225,Y,LEVEL3,5,0,1708,0.002043328,0.310640395,0.002043438,0.50346899,0.002043448,0.171586111,0.002043671,0.002043415,0.002043499,0.002043648,403,BIOLOGY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
105849,A,More Selective,International Business,0.73636539,Y,LEVEL2,3,0,2596,0.488807619,0.001588843,0.001588696,0.001589021,0.001588824,0.498481601,0.001588856,0.001588667,0.001588848,0.001589024,417,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
107939,A,More Selective,Human Development,0.69593714,N,LEVEL3,4,0,1185,0.617706358,0.005267521,0.005268078,0.005266979,0.005268473,0.005267704,0.005267072,0.34015274,0.005267051,0.005268053,423,SPED,TRUE,TRUE,TRUE,Partner 054,School 0882,Charter School,Lower Elementary (1-2),General Ed,1,1,1,4.75,1,NA,1,1,3
100807,A,Most Selective,Political Science,0.68344412,N,LEVEL1,2,0,2083,0.289986461,0.212337494,0.002225985,0.002226419,0.144558117,0.33976078,0.002226136,0.002226388,0.00222611,0.002226082,403,ELEMENTARY,TRUE,TRUE,TRUE,Partner 254,School 0047,Charter School,PreK-K,General Ed,1,1,1,1.75,1,NA,1,1,2
107218,B,Less Selective,Political Science,0.71109343,N,LEVEL3,4.5,0,2469,0.001791835,0.001792122,0.165913954,0.001792376,0.001792168,0.44111523,0.00179199,0.001791967,0.110657692,0.271560639,422,SPED,TRUE,TRUE,TRUE,Partner 017,School 1259,Charter School,Lower Elementary (1-2),Math,1,1,1,5.75,1,7,1,2,1
102940,A,More Selective,Economics,0.69670279,Y,LEVEL2,2.5,0,1904,0.089885697,0.501278996,0.00170034,0.001700284,0.001700562,0.001700374,0.001700285,0.001700317,0.101159632,0.29747352,406,HSMATH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,3,1
104061,B,More Selective,Sociology,0.73465326,Y,LEVEL2,3.5,0,1127,0.003706197,0.003707132,0.003706703,0.00370631,0.003706847,0.003706646,0.003707203,0.517383277,0.003706744,0.452962965,433,HSGENSCIENCE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,3,1
103125,A,More Selective,Other Engineering,0.72978202,Y,LEVEL3,4,0,2381,0.244542196,0.002044864,0.113497213,0.002044721,0.083671227,0.310742766,0.002044716,0.002044884,0.002044879,0.237322569,406,HSMATH,TRUE,TRUE,TRUE,Partner 263,School 1046,Traditional Public School,High,Math,1,1,1,6.5,1,7,1,1,1
100412,A,Selective,Human Services,0.67278704,Y,LEVEL3,3.5,0,1648,0.002945087,0.002945618,0.00294561,0.002945544,0.002945488,0.002945467,0.105959028,0.166200772,0.002945665,0.707221806,402,ESL,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,2,1,1
101909,A,Most Selective,Psychology,0.90947536,Y,LEVEL3,5,0,1200,0.219079554,0.004781514,0.004783197,0.004781278,0.004781502,0.312400281,0.004781379,0.435048819,0.004781167,0.00478131,438,MSMATH,TRUE,TRUE,TRUE,Partner 014,School 1227,Traditional Public School,Middle,Math,1,1,1,6.25,1,NA,1,1,1
101709,B,Least Selective,Consumer Science,0.67027321,Y,LEVEL2,4,0,1357,0.307855219,0.003574,0.003574212,0.00357424,0.003574425,0.137577385,0.281492949,0.2516298,0.003573457,0.003574249,438,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
106592,A,More Selective,Kinesiology,0.70343665,N,LEVEL2,3,0,1527,0.103412934,0.002398866,0.002398641,0.086558402,0.00239891,0.764478147,0.002398592,0.002398715,0.031157926,0.002398834,418,BIOLOGY,TRUE,TRUE,TRUE,0,0,0,0,0,1,1,1,NA,1,5.75,1,1,1
105295,A,Selective,Business,0.74281647,N,LEVEL2,3,1,1570,0.259897381,0.002861685,0.002861422,0.002861258,0.290989161,0.002861494,0.172200277,0.002861295,0.002861405,0.259744614,416,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
105653,A,More Selective,Early Childhood Education,0.71092093,Y,LEVEL2,3,0,1541,0.003334902,0.56477809,0.003335152,0.003334566,0.154826984,0.17612718,0.003335006,0.003335363,0.084257357,0.003335456,417,PREK,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
105844,B,Most Selective,Classics,0.7800243,Y,LEVEL3,4,0,766,0.170451045,0.006275457,0.282758623,0.27603361,0.006275518,0.006275464,0.006276464,0.00627564,0.233101696,0.006276451,417,SPED,TRUE,TRUE,TRUE,0,0,0,0,0,1,1,1,NA,1,6.75,1,1,1
103422,B,More Selective,Humanities,0.76882431,Y,LEVEL3,4.5,0,1768,0.654549181,0.12607941,0.002049935,0.002049509,0.002049946,0.002049597,0.095192693,0.002049677,0.111880615,0.002049467,408,SPANISH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
